,name,year,selling_price,km_driven,fuel,transmission,owner,mileage(km/ltr/kg),engine,max_power,seats
4658,Toyota Innova 2.5,2013,910000,70000,Diesel,Manual,Second ,12,2494,100,8
4659,Tata Indica V2,2016,300000,60000,Diesel,Manual,Second ,17,1405,48.21,5
4660,Maruti Zen LXi,2004,120000,80000,Petrol,Manual,Second ,17,993,60,5
4661,Hyundai i20 Era,2015,490000,45900,Petrol,Manual,Second ,18,1197,81.83,5
4662,Honda Amaze S,2013,425000,70000,Diesel,Manual,First ,25,1498,98.6,5
4663,Maruti Alto LXi,2011,155000,40000,Petrol,Manual,First ,19,796,46.3,5
4664,Mahindra Scorpio SLE,2013,490000,90000,Diesel,Manual,Second ,12,2179,120,8
4665,Maruti Alto LXi,2010,132000,105000,Petrol,Manual,First ,19,796,46.3,5
4666,Hyundai Elite i20,2018,750000,30000,Diesel,Manual,First ,22,1396,88.76,5
4667,Maruti Wagon R,2011,225000,20000,Petrol,Manual,First ,18,998,67.1,5
4668,Hyundai i10 Sportz,2011,240000,80000,Petrol,Manual,First ,20,1197,78.9,5
4669,Maruti Wagon R,2004,33351,90000,Petrol,Manual,Third ,18,998,67.1,5
4670,Chevrolet Spark 1.0,2010,80000,80000,Petrol,Manual,Second ,18,995,62,5
4671,Maruti 800 Std,2004,40000,120000,Petrol,Manual,First ,16,796,37,4
4672,Honda BRV i-DTEC,2019,1100000,50000,Diesel,Manual,Second ,21,1498,98.6,7
4673,Jaguar XE 2016-2019,2017,2711000,9000,Diesel,Automatic,First ,13,1999,177,5
4674,Lexus ES 300h,2019,5150000,20000,Petrol,Automatic,First ,22,2487,214.56,5
4675,Jaguar XF 2.0,2017,3200000,45000,Diesel,Automatic,First ,19,1999,177,5
4676,Tata Safari Storme,2015,503000,110000,Diesel,Manual,First ,14,2179,147.94,7
4677,Volvo XC40 D4,2019,3800000,20000,Diesel,Automatic,First ,18,1969,190,5
4678,Toyota Camry 2.5,2016,2000000,68089,Petrol,Automatic,First ,19,2494,157.7,5
4679,Maruti Wagon R,2013,225000,58343,Petrol,Manual,First ,21,998,67.05,5
4680,Maruti Baleno Alpha,2018,740000,38817,Diesel,Manual,First ,27,1248,74,5
4681,Honda Jazz VX,2016,550000,56494,Petrol,Manual,First ,18,1199,88.7,5
4682,Toyota Innova 2.5,2013,750000,79328,Diesel,Manual,Second ,12,2494,100.6,7
4683,Maruti Swift AMT,2019,650000,5621,Petrol,Automatic,First ,22,1197,81.8,5
4684,Toyota Etios VX,2017,625000,25538,Petrol,Manual,First ,16,1496,88.73,5
4685,Maruti Swift AMT,2018,600000,69779,Petrol,Automatic,First ,22,1197,81.8,5
4686,Hyundai Grand i10,2017,450000,56290,Diesel,Manual,First ,24,1186,73.97,5
4687,BMW X4 M,2019,5400000,7500,Diesel,Automatic,First ,16,1995,190,5
4688,BMW X4 M,2019,5500000,8500,Diesel,Automatic,First ,16,1995,190,5
4689,Honda Amaze V,2019,779000,7032,Petrol,Automatic,First ,19,1199,88.76,5
4690,Skoda Rapid 1.6,2016,645000,11000,Petrol,Automatic,First ,14,1598,103.5,5
4691,Volvo V40 D3,2018,2475000,2000,Diesel,Automatic,First ,16,1984,150,5
4692,Hyundai Xcent 1.1,2016,380000,80000,Diesel,Manual,Second ,24,1120,71,5
4693,Tata New Safari,2011,300000,120000,Diesel,Manual,Second ,11,2179,138.1,7
4694,Maruti Alto 800,2014,240000,50000,Petrol,Manual,First ,22,796,47.3,5
4695,Maruti Swift VDI,2011,325000,70000,Diesel,Manual,First ,22,1248,74,5
4696,Mahindra KUV 100,2016,400000,130000,Diesel,Manual,First ,25,1198,77,6
4697,Renault Lodgy Stepway,2017,800000,50000,Diesel,Manual,First ,21,1461,83.8,8
4698,Ford EcoSport 1.5,2018,950000,80000,Diesel,Manual,First ,23,1498,98.96,5
4699,Maruti Swift VDI,2013,300000,120000,Diesel,Manual,Fourth & Above ,22,1248,74,5
4700,Maruti Alto 800,2020,350000,5000,Petrol,Manual,First ,22,796,47.3,5
4701,Mahindra KUV 100,2017,530000,59000,Petrol,Manual,First ,18,1198,82,5
4702,Chevrolet Enjoy TCDi,2013,350000,100000,Diesel,Manual,Third ,18,1248,73.8,7
4703,Hyundai Sonata 2.4L,2008,168000,50000,Petrol,Automatic,First ,11,2359,165,5
4704,Renault KWID RXT,2016,240000,45000,Petrol,Manual,Second ,25,799,53.3,5
4705,Maruti Swift Dzire,2010,220000,80000,Diesel,Manual,Fourth & Above ,19,1248,73.9,5
4706,Maruti Wagon R,2008,110000,80000,Petrol,Manual,Fourth & Above ,18,1061,67,5
4707,Maruti Vitara Brezza,2016,850000,100000,Diesel,Manual,First ,24,1248,88.5,5
4708,Maruti Ertiga VDI,2014,545000,110000,Diesel,Manual,First ,20,1248,88.76,7
4709,Toyota Innova Crysta,2018,2064000,24000,Diesel,Manual,First ,13,2393,147.8,8
4710,Maruti S-Cross 2017-2020,2018,950000,25000,Diesel,Manual,First ,25,1248,88.5,5
4711,Hyundai EON Magna,2013,200000,68697,Petrol,Manual,Third ,21,814,55.2,5
4712,Maruti Swift VDI,2017,660000,30000,Diesel,Manual,First ,25,1248,74,5
4713,Honda Amaze VX,2013,420000,40000,Diesel,Manual,Second ,25,1498,98.6,5
4714,Tata Indica Vista,2010,150000,29000,Petrol,Manual,First ,16,1172,65,5
4715,Chevrolet Beat Diesel,2013,175000,68000,Diesel,Manual,Second ,25,936,57.6,5
4716,Honda Amaze S,2018,750000,15000,Petrol,Automatic,First ,18,1199,88.7,5
4717,Maruti Ritz VDi,2014,425000,70000,Diesel,Manual,First ,23,1248,73.94,5
4718,Toyota Corolla Altis,2015,790000,126000,Diesel,Manual,Third ,21,1364,87.2,5
4719,Toyota Innova 2.5,2011,830000,300000,Diesel,Manual,Third ,12,2494,102,7
4720,Honda Mobilio RS,2015,650000,94000,Diesel,Manual,Second ,24,1498,98.6,7
4721,Toyota Corolla Altis,2015,780000,129000,Diesel,Manual,Third ,21,1364,87.2,5
4722,Hyundai i10 Magna,2010,180000,55000,Petrol,Manual,Second ,19,1086,68.05,5
4723,Ford EcoSport 1.5,2019,869999,40000,Diesel,Manual,First ,23,1498,98.96,5
4724,Tata Manza Aura,2011,275000,50000,Diesel,Manual,First ,21,1248,88.8,5
4725,Hyundai i20 1.2,2017,630000,25000,Petrol,Manual,Second ,18,1197,81.83,5
4726,Toyota Corolla H2,2008,150000,60000,Petrol,Manual,Second ,13,1794,125,5
4727,Maruti Alto 800,2016,315000,25000,Petrol,Manual,First ,22,796,47.3,5
4728,Tata Indigo CR4,2011,189000,70000,Diesel,Manual,Second ,23,1396,70,5
4729,Maruti Swift Dzire,2014,580000,120000,Diesel,Manual,First ,23,1248,74,5
4730,Maruti Vitara Brezza,2018,825000,35000,Diesel,Manual,First ,24,1248,88.5,5
4731,Tata Safari Storme,2016,650000,60000,Diesel,Manual,Second ,14,2179,148,7
4732,Honda City 1.3,2004,50000,62000,Petrol,Manual,Second ,13,1343,90,5
4733,Skoda Fabia 1.2,2011,200000,120000,Petrol,Manual,Second ,16,1198,73.9,5
4734,Tata Venture LX,2013,135000,120000,Diesel,Manual,Third ,15,1405,70,7
4735,Hyundai i20 2015-2017,2017,680000,80000,Diesel,Manual,First ,22,1396,88.73,5
4736,Hyundai i20 1.4,2017,670000,80000,Diesel,Manual,First ,22,1396,88.73,5
4737,BMW 5 Series,2010,1000000,60000,Diesel,Automatic,First ,16,1995,218,5
4738,Maruti Alto K10,2010,240000,80000,Petrol,Manual,Second ,20,998,67.1,5
4739,Force One SX,2014,555000,147279,Diesel,Manual,Second ,17,2200,139.01,7
4740,Skoda Rapid 1.6,2013,455000,98000,Diesel,Manual,First ,20,1598,103.5,5
4741,Maruti Swift Dzire,2018,750000,25000,Diesel,Manual,First ,28,1248,74.02,5
4742,Maruti Swift Dzire,2016,700000,90000,Diesel,Automatic,First ,26,1248,74,5
4743,Tata Nano XTA,2016,220000,22000,Petrol,Automatic,First ,21,624,37.48,4
4744,Tata Indica V2,2014,160000,120000,Diesel,Manual,First ,25,1396,69,5
4745,Chevrolet Sail Hatchback,2013,225000,100000,Diesel,Manual,Second ,22,1248,76.9,5
4746,Tata Indigo CS,2008,140000,120000,Diesel,Manual,Second ,19,1396,69,5
4747,Maruti Swift Dzire,2014,600000,70000,Diesel,Manual,Second ,23,1248,74,5
4748,Mahindra XUV500 W10,2015,1000000,24700,Diesel,Manual,First ,16,2179,140,7
4749,Chevrolet Spark 1.0,2008,65000,100000,Petrol,Manual,Third ,18,995,62,5
4750,Maruti Ignis 1.2,2019,500000,10000,Petrol,Manual,First ,20,1197,81.8,5
4751,Mahindra XUV500 W10,2017,1100000,88754,Diesel,Manual,First ,16,2179,140,7
4752,Mahindra XUV500 W6,2017,1150000,43526,Diesel,Manual,First ,16,2179,140,7
4753,Skoda Fabia 1.2,2012,320000,55885,Petrol,Manual,First ,16,1198,75,5
4754,Ford Ecosport 1.5,2019,950000,16034,Diesel,Manual,First ,21,1498,98.96,5
4755,Ford Figo Diesel,2012,250000,156040,Diesel,Manual,First ,20,1399,68,5
4756,Ford Endeavour 2.5L,2004,400000,93415,Diesel,Manual,First ,13,2499,141,7
4757,BMW 5 Series,2008,1100000,122000,Diesel,Automatic,Second ,18,1995,177,5
4758,Maruti Baleno Delta,2017,600000,20000,Diesel,Manual,First ,27,1248,74,5
4759,Maruti Swift VVT,2017,509999,46000,Petrol,Manual,First ,22,1197,81.8,5
4760,Skoda Rapid 1.6,2016,395000,50000,Petrol,Manual,Third ,15,1598,103.2,5
4761,Maruti Wagon R,2018,469000,5000,Petrol,Manual,First ,21,998,67.05,5
4762,Maruti Alto 800,2017,250000,42000,Petrol,Manual,First ,24,796,47.3,5
4763,Chevrolet Spark 1.0,2011,130000,68519,Petrol,Manual,First ,16,995,62.1,5
4764,Ford EcoSport 1.5,2019,906000,30000,Diesel,Manual,First ,23,1498,98.96,5
4765,Ford Figo Diesel,2011,160000,85000,Diesel,Manual,First ,20,1399,68,5
4766,Maruti Swift Dzire,2012,300000,88000,Petrol,Manual,First ,17,1298,85.8,5
4767,Maruti 800 Uniq,2010,60000,100000,Petrol,Manual,Fourth & Above ,14,796,37.5,5
4768,Maruti Swift Dzire,2014,400000,100000,Petrol,Manual,Second ,19,1197,85.8,5
4769,Tata Tiago XT,2018,450000,22966,Petrol,Manual,First ,23,1199,84.48,5
4770,Mahindra Bolero 2011-2019,2014,465000,80000,Diesel,Manual,Second ,15,2523,62.1,7
4771,Maruti Swift VDI,2012,325000,80000,Diesel,Manual,Second ,22,1248,74,5
4772,Maruti Alto LXi,2008,150000,70000,Petrol,Manual,Second ,19,796,46.3,5
4773,Hyundai EON Era,2014,250000,2350,Petrol,Manual,First ,21,814,55.2,5
4774,Maruti Alto LXi,2011,175000,50000,Petrol,Manual,First ,19,796,46.3,5
4775,Maruti Alto LXi,2010,175000,58000,Petrol,Manual,First ,19,796,46.3,5
4776,Honda City 2017-2020,2006,150000,80000,Petrol,Manual,Second ,16,1497,100,5
4777,Mahindra Bolero Power,2018,797000,60000,Diesel,Manual,First ,16,1493,70,7
4778,Hyundai Elite i20,2019,800000,35000,Petrol,Manual,First ,18,1197,81.86,5
4779,Mahindra Bolero 2011-2019,2019,750000,59872,Diesel,Manual,First ,15,2523,62.1,7
4780,Mahindra Scorpio M2DI,2011,400000,140000,Diesel,Manual,Second ,13,2179,115,5
4781,Maruti Alto LX,2012,160000,110000,Petrol,Manual,First ,19,796,46.3,5
4782,Mahindra Bolero 2011-2019,2016,700000,91182,Diesel,Manual,First ,15,2523,62.1,7
4783,Maruti Alto LXi,2010,160000,60000,Petrol,Manual,Third ,19,796,46.3,5
4784,Hyundai i20 Asta,2012,400000,100000,Diesel,Manual,First ,21,1396,88.76,5
4785,Toyota Etios Liva,2013,451000,120000,Diesel,Manual,First ,23,1364,67.06,5
4786,Maruti 800 Std,2002,40000,80000,Petrol,Manual,First ,16,796,37,4
4787,Tata Manza Aura,2012,300000,70000,Diesel,Manual,Third ,21,1248,88.8,5
4788,Maruti Celerio ZXI,2017,421000,59500,Petrol,Manual,Second ,23,998,67.04,5
4789,Maruti Omni CNG,2000,80000,100000,CNG,Manual,Second ,10,796, ,8
4790,Maruti Vitara Brezza,2016,950000,45000,Diesel,Manual,First ,24,1248,88.5,5
4791,Hyundai i20 1.4,2011,395000,75500,Diesel,Manual,Second ,23,1396,90,5
4792,Maruti Vitara Brezza,2016,950000,46000,Diesel,Manual,Second ,24,1248,88.5,5
4793,Maruti Alto 800,2013,270000,60000,Petrol,Manual,First ,22,796,47.3,5
4794,Hyundai i20 1.4,2009,360000,60000,Petrol,Automatic,Second ,15,1396,100,5
4795,Maruti Swift Ldi,2008,235000,152500,Diesel,Manual,First ,17,1248,75,5
4796,Mercedes-Benz E-Class E250,2014,1850000,60000,Diesel,Automatic,Second ,13,2143,201.1,5
4797,Toyota Fortuner 4x2,2015,1900000,130000,Diesel,Automatic,First ,12,2982,168.5,7
4798,Hyundai Grand i10,2017,550000,23456,Petrol,Manual,First ,18,1197,82,5
4799,Mahindra XUV500 W10,2015,1225000,39000,Diesel,Manual,First ,16,2179,140,7
4800,Honda WR-V i-VTEC,2017,700000,15000,Petrol,Manual,First ,17,1199,88.7,5
4801,Jeep Compass 2.0,2017,1650000,69123,Diesel,Manual,First ,17,1956,170,5
4802,Honda Brio V,2012,376000,26000,Petrol,Manual,First ,19,1198,86.8,5
4803,Ford Ecosport 1.5,2017,875000,77524,Diesel,Manual,First ,22,1498,89.84,5
4804,Hyundai i20 Sportz,2014,459999,40523,Petrol,Manual,Second ,18,1197,82.85,5
4805,Maruti Swift VDI,2018,755000,39000,Diesel,Manual,First ,28,1248,74,5
4806,Audi A6 35,2019,5923000,11500,Petrol,Automatic,Test Drive Car,15,1798,187.74,5
4807,Toyota Fortuner 3.0,2010,1050000,220000,Diesel,Manual,Second ,11,2982,171,7
4808,Mahindra XUV500 W8,2015,1050000,120000,Diesel,Manual,Second ,15,2179,140,7
4809,Maruti Baleno Alpha,2018,800000,25000,Petrol,Automatic,First ,21,1197,83.1,5
4810,Maruti Swift VDI,2015,600000,31000,Diesel,Manual,Second ,25,1248,74,5
4811,Maruti Baleno Sigma,2017,530000,42000,Petrol,Manual,First ,21,1197,83.1,5
4812,Maruti Swift Dzire,2015,450000,80000,Petrol,Manual,First ,20,1197,83.14,5
4813,Maruti Alto K10,2011,235000,60000,Petrol,Manual,First ,20,998,67.1,5
4814,Maruti Swift Dzire,2013,550000,240000,Diesel,Manual,First ,23,1248,74,5
4815,Skoda Rapid 1.6,2013,395000,35000,Petrol,Automatic,Second ,14,1598,103.5,5
4816,Tata Tigor 1.2,2018,450000,35000,Petrol,Manual,First ,20,1199,84,5
4817,Renault Triber RXT,2019,600000,5000,Petrol,Manual,First ,20,999,72,7
4818,Maruti Vitara Brezza,2016,610000,110000,Diesel,Manual,First ,24,1248,88.5,5
4819,Hyundai i20 1.2,2017,690000,20000,Petrol,Manual,First ,18,1197,81.83,5
4820,Tata Nexon 1.2,2018,790000,15000,Petrol,Manual,First ,17,1198,108.5,5
4821,Maruti Alto K10,2014,254999,40000,Petrol,Manual,Second ,20,998,67.1,5
4822,Honda Jazz 1.2,2016,500000,41000,Petrol,Manual,First ,18,1199,88.7,5
4823,Mahindra Bolero SLX,2011,340000,100000,Diesel,Manual,Second ,13,2523,63,7
4824,Tata Sumo CX,2008,150000,120000,Diesel,Manual,First ,12,1948,68,9
4825,Mahindra Bolero SLX,2007,245000,110000,Diesel,Manual,Third ,13,2523,63,7
4826,Volkswagen Vento 1.5,2015,515000,120000,Diesel,Manual,Second ,20,1498,103.2,5
4827,Ambassador Grand 1500,2008,122000,60000,Diesel,Manual,Second ,12,1995,52,5
4828,Hyundai i10 Magna,2009,160000,35000,Petrol,Manual,Third ,19,1086,68.05,5
4829,Maruti Alto LX,2007,110000,120000,Petrol,Manual,Second ,19,796,46.3,5
4830,Maruti Swift LDI,2014,360000,70000,Diesel,Manual,First ,25,1248,74,5
4831,Hyundai Verna Transform,2011,260000,90000,Diesel,Manual,Third ,16,1493,110,5
4832,Maruti Alto LXi,2007,128000,60000,Petrol,Manual,Second ,19,796,46.3,5
4833,Hyundai Verna 1.6,2015,600000,80000,Diesel,Manual,Second ,23,1582,126.2,5
4834,Toyota Fortuner 3.0,2010,800000,151000,Diesel,Manual,Second ,11,2982,171,7
4835,Maruti Swift Dzire,2019,675000,25000,Diesel,Manual,First ,28,1248,74.02,5
4836,Mahindra XUV500 W10,2015,1000000,24700,Diesel,Manual,First ,16,2179,140,7
4837,Chevrolet Spark 1.0,2008,65000,100000,Petrol,Manual,Third ,18,995,62,5
4838,Maruti Ignis 1.2,2019,500000,10000,Petrol,Manual,First ,20,1197,81.8,5
4839,Maruti SX4 Zxi,2010,300000,50000,Petrol,Manual,First ,15,1586,104.68,5
4840,Maruti 800 AC,2009,125000,80000,Petrol,Manual,First ,16,796,37,4
4841,Hyundai Grand i10,2017,550000,25000,Petrol,Manual,First ,18,1197,82,5
4842,Maruti Alto LXi,2007,150000,80000,Petrol,Manual,Third ,19,796,46.3,5
4843,Mahindra Scorpio Intelli,2017,891000,80000,Diesel,Manual,First ,15,2179,120,7
4844,Toyota Innova 2.5,2015,1050000,70000,Diesel,Manual,First ,12,2494,100.6,7
4845,Maruti Baleno RS,2018,750000,15000,Petrol,Manual,First ,21,998,100.5,5
4846,Hyundai i20 Magna,2012,380000,27500,Petrol,Manual,First ,18,1197,82.9,5
4847,Toyota Innova 2.5,2013,800000,110000,Diesel,Manual,Second ,12,2494,100.6,8
4848,Mahindra Logan Petrol,2010,200000,120000,Petrol,Manual,First ,15,1390,75,5
4849,Maruti Ciaz VDi,2016,700000,70000,Diesel,Manual,First ,28,1248,88.5,5
4850,Toyota Qualis FS,2002,229999,290000,Diesel,Manual,First ,13,2446,75,10
4851,Honda Accord 2.4,2010,300000,74000,Petrol,Manual,Second ,12,2354,177.6,5
4852,Honda Mobilio S,2015,670000,120000,Diesel,Manual,First ,24,1498,98.6,7
4853,Honda City 2017-2020,2007,210000,140000,Petrol,Manual,First ,17,1497,78,5
4854,Maruti Ignis 1.2,2017,370000,40000,Petrol,Manual,First ,20,1197,81.8,5
4855,Maruti Baleno Delta,2019,600000,20000,Petrol,Automatic,First ,21,1197,83.1,5
4856,Maruti Vitara Brezza,2020,810000,15000,Diesel,Manual,First ,24,1248,88.5,5
4857,Tata Tiago 1.2,2019,346000,16000,Petrol,Manual,First ,23,1199,84,5
4858,Honda City 1.3,2005,55000,130000,Petrol,Manual,First ,13,1343,90,5
4859,Tata Safari DICOR,2012,250000,118000,Diesel,Manual,Second ,13,2179,138.03,7
4860,Maruti Swift ZXI,2006,120000,44000,Petrol,Manual,Second ,16,1298,88.2,5
4861,Maruti Ertiga ZDI,2013,600000,50000,Diesel,Manual,Second ,20,1248,88.8,7
4862,Maruti Eeco 5,2016,330000,60000,Petrol,Manual,First ,15,1196,73,5
4863,Hyundai i20 Sportz,2014,400000,147000,Petrol,Manual,Second ,18,1197,81.83,5
4864,Tata Indica V2,2004,100000,40000,Diesel,Manual,Second ,16,1405,62,5
4865,Maruti Swift Dzire,2014,450000,100000,Petrol,Manual,Third ,19,1197,85.8,5
4866,Maruti Ertiga SHVS,2017,800000,55000,Diesel,Manual,First ,24,1248,88.5,7
4867,Maruti Celerio ZDi,2015,340000,40000,Diesel,Manual,Second ,27,793,47,5
4868,Maruti Ritz VDi,2010,225000,64000,Diesel,Manual,Third ,21,1248,73.9,5
4869,Maruti Zen LXI,2002,55000,100000,Petrol,Manual,Second ,17,993,60,5
4870,Maruti Ertiga SHVS,2016,900000,50000,Diesel,Manual,First ,24,1248,88.5,7
4871,Volvo S60 D4,2014,2500000,30000,Diesel,Automatic,First ,9,1984,181,5
4872,Maruti Wagon R,2018,465000,30000,Petrol,Manual,First ,20,998,67.04,5
4873,Maruti Zen LXI,2004,70000,150000,Petrol,Manual,First ,17,993,60,5
4874,Tata Zest Revotron,2016,400000,24177,Petrol,Manual,First ,17,1193,88.7,5
4875,Tata Indigo LX,2012,185000,80000,Diesel,Manual,First ,16,1405,70,5
4876,Maruti Wagon R,2006,140000,150000,Petrol,Manual,Second ,18,998,67.1,5
4877,Renault Lodgy 85PS,2015,415000,120000,Diesel,Manual,Second ,21,1461,83.8,7
4878,Mahindra Scorpio VLX,2012,532000,121779,Diesel,Manual,First ,12,2179,120,8
4879,Maruti Baleno Delta,2017,600000,56000,Diesel,Manual,First ,27,1248,74,5
4880,Maruti SX4 Vxi,2008,150000,100000,Petrol,Manual,Fourth & Above ,15,1586,104.68,5
4881,Maruti Swift LXI,2018,459999,12000,Petrol,Manual,First ,20,1197,81.8,5
4882,Maruti Vitara Brezza,2017,800000,15381,Diesel,Manual,First ,24,1248,88.5,5
4883,Mahindra Bolero SLX,2011,310000,5000,Diesel,Manual,First ,13,2523,63,7
4884,Nissan Terrano XV,2014,475000,40000,Diesel,Manual,First ,19,1461,108.5,5
4885,Maruti Wagon R,2016,310000,35000,CNG,Manual,Second ,26,998,58.16,5
4886,Maruti Alto K10,2018,350000,10000,Petrol,Manual,First ,23,998,67.05,5
4887,Mahindra XUV500 W10,2019,1800000,10000,Diesel,Manual,First ,16,2179,140,7
4888,Maruti Swift AMT,2018,640000,25000,Petrol,Automatic,First ,22,1197,81.8,5
4889,Maruti Wagon R,2017,350000,50000,Petrol,Automatic,First ,20,998,67,5
4890,Tata Nexon 1.2,2018,600000,30000,Petrol,Manual,First ,17,1198,108.5,5
4891,Hyundai Verna 1.6,2015,575000,23000,Diesel,Manual,First ,23,1582,126.2,5
4892,Mahindra Thar CRDe,2019,974000,15000,Diesel,Manual,First ,16,2498,105,6
4893,Maruti Wagon R,2018,445000,5000,Petrol,Automatic,Second ,20,998,67,5
4894,Maruti Ertiga VDI,2015,580000,15000,Diesel,Manual,Second ,20,1248,88.76,7
4895,Hyundai Creta 1.4,2020,1050000,20000,Diesel,Manual,First ,22,1396,88.7,5
4896,Ford EcoSport 1.5,2015,600000,50000,Diesel,Manual,First ,22,1498,98.59,5
4897,Ford Figo 1.2P,2017,370000,40000,Petrol,Manual,Second ,18,1196,86.8,5
4898,Maruti Zen Estilo,2007,150000,70000,Petrol,Manual,Third ,18,1061,64,5
4899,Maruti Celerio ZXI,2017,483000,15000,Petrol,Manual,First ,23,998,67.04,5
4900,Hyundai Grand i10,2016,470000,10000,Petrol,Manual,First ,18,1197,82,5
4901,Maruti Vitara Brezza,2018,950000,25000,Diesel,Manual,First ,24,1248,88.5,5
4902,Hyundai Verna 1.6,2013,450000,50000,Petrol,Manual,Third ,17,1591,121.3,5
4903,Toyota Etios VX,2011,345000,70000,Petrol,Manual,First ,17,1496,88.7,5
4904,Maruti Ignis Zeta,2020,600000,5000,Petrol,Automatic,First ,20,1197,81.8,5
4905,Maruti A-Star Vxi,2009,300000,60000,Petrol,Manual,First ,19,998,66.1,5
4906,Maruti Zen Estilo,2007,160000,74800,Petrol,Manual,Second ,18,998,67.1,5
4907,Maruti 800 AC,2004,120000,80000,Petrol,Manual,Second ,16,796,37,4
4908,Maruti Eeco CNG,2012,220000,270000,CNG,Manual,First ,21,1196,61.7,5
4909,Hyundai EON 1.0,2018,340000,120000,Petrol,Manual,First ,20,998,68.05,5
4910,Honda City 2017-2020,2007,138000,120000,Petrol,Manual,Second ,17,1497,78,5
4911,Maruti Swift Dzire,2010,231000,80000,Petrol,Manual,Third ,17,1298,85.8,5
4912,Mahindra XUV500 W8,2013,800000,120000,Diesel,Manual,Second ,15,2179,140,7
4913,Mahindra XUV300 W8,2019,960000,20000,Petrol,Manual,First ,17,1197,108.6,5
4914,Maruti Wagon R,2009,120000,70000,Petrol,Manual,Second ,18,1061,67,5
4915,Maruti Wagon R,2012,270000,40000,Petrol,Manual,First ,18,998,67.1,5
4916,Maruti Ritz LXI,2011,200000,100000,Petrol,Manual,Second ,21,1197,85.8,5
4917,Maruti Swift VXI,2012,328000,123000,Petrol,Manual,First ,18,1197,85.8,5
4918,Hyundai Verna 1.6,2012,432000,77000,Diesel,Manual,First ,22,1582,126.32,5
4919,Volkswagen Polo 1.0,2019,565000,7000,Petrol,Manual,First ,18,999,75,5
4920,Maruti Eeco 5,2017,390000,70000,Petrol,Manual,First ,15,1196,73,5
4921,Ford Figo 1.5D,2017,600000,30000,Diesel,Manual,First ,25,1498,99,5
4922,Hyundai i20 1.4,2011,250000,120000,Diesel,Manual,Third ,23,1396,90,5
4923,Chevrolet Spark 1.0,2011,165000,70000,Petrol,Manual,First ,18,995,62,5
4924,Honda City 1.5,2011,421000,105000,Petrol,Manual,First ,17,1497,118,5
4925,Hyundai Accent Executive,2012,225000,109322,Petrol,Manual,Second ,16,1495,93.7,5
4926,Nissan Sunny Diesel,2013,350000,120000,Diesel,Manual,First ,21,1461,84.8,5
4927,Jeep Compass 2.0,2018,1757000,24000,Diesel,Manual,First ,17,1956,170,5
4928,Maruti Baleno Zeta,2015,600000,70000,Diesel,Manual,Second ,27,1248,74,5
4929,Tata Tiago NRG,2018,515000,35000,Petrol,Manual,First ,24,1199,83.81,5
4930,Maruti 800 AC,1999,80000,80000,Petrol,Manual,Third ,16,796,37,4
4931,Maruti SX4 S,2017,800000,70000,Diesel,Manual,Second ,23,1248,88.5,5
4932,Mahindra Scorpio 2.6,2004,120000,100000,Diesel,Manual,Fourth & Above ,10,2179,120,7
4933,Jaguar XE 2016-2019,2017,2711000,9000,Diesel,Automatic,First ,13,1999,177,5
4934,Lexus ES 300h,2019,5150000,20000,Petrol,Automatic,First ,22,2487,214.56,5
4935,Jaguar XF 2.0,2017,3200000,45000,Diesel,Automatic,First ,19,1999,177,5
4936,Tata Safari Storme,2015,503000,110000,Diesel,Manual,First ,14,2179,147.94,7
4937,Volvo XC40 D4,2019,3800000,20000,Diesel,Automatic,First ,18,1969,190,5
4938,Toyota Camry 2.5,2016,2000000,68089,Petrol,Automatic,First ,19,2494,157.7,5
4939,Maruti Wagon R,2013,225000,58343,Petrol,Manual,First ,21,998,67.05,5
4940,Maruti Baleno Alpha,2018,740000,38817,Diesel,Manual,First ,27,1248,74,5
4941,Honda Jazz VX,2016,550000,56494,Petrol,Manual,First ,18,1199,88.7,5
4942,Toyota Innova 2.5,2013,750000,79328,Diesel,Manual,Second ,12,2494,100.6,7
4943,Maruti Swift AMT,2019,650000,5621,Petrol,Automatic,First ,22,1197,81.8,5
4944,Toyota Etios VX,2017,625000,25538,Petrol,Manual,First ,16,1496,88.73,5
4945,Maruti Swift AMT,2018,600000,69779,Petrol,Automatic,First ,22,1197,81.8,5
4946,Hyundai Grand i10,2017,450000,56290,Diesel,Manual,First ,24,1186,73.97,5
4947,BMW X4 M,2019,5400000,7500,Diesel,Automatic,First ,16,1995,190,5
4948,BMW X4 M,2019,5500000,8500,Diesel,Automatic,First ,16,1995,190,5
4949,Honda Amaze V,2019,779000,7032,Petrol,Automatic,First ,19,1199,88.76,5
4950,Skoda Rapid 1.6,2016,645000,11000,Petrol,Automatic,First ,14,1598,103.5,5
4951,Volvo V40 D3,2018,2475000,2000,Diesel,Automatic,First ,16,1984,150,5
4952,Maruti Wagon R,2017,475000,40000,Petrol,Manual,First ,20,998,67.04,5
4953,Maruti Wagon R,2015,400000,20000,Petrol,Automatic,First ,20,998,67,5
4954,Fiat Grande Punto,2011,300000,60000,Diesel,Manual,First ,20,1248,75,5
4955,Mahindra Scorpio M2DI,2011,400000,475000,Diesel,Manual,Third ,13,2179,115,5
4956,Maruti Wagon R,2009,235000,70000,Petrol,Manual,Second ,17,1061,64,5
4957,Maruti Wagon R,2015,350000,40000,Petrol,Manual,Second ,20,998,67.04,5
